instance_id,family,size,full_status,mandatory_status,original_variables,reduced_variables,variables_removed,variable_reduction_fraction,original_requirements,reduced_requirements,requirements_removed,requirement_reduction_fraction,forced_selections,fixed_point_iterations,full_par2_seconds,mandatory_par2_seconds,log_par2_difference_full_minus_mandatory,full_node_count,mandatory_node_count,node_difference_full_minus_mandatory,log1p_node_difference_full_minus_mandatory,full_record_path,full_record_sha256,mandatory_record_path,mandatory_record_sha256
V2-B-N064-R064-C16-X01,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,64,0,64,1.0,64,0,64,1.0,2,92,8.834436583,1.550718709,1.7399388260247524,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__mandatory_only.toml,c3e551c283f8508435b9de4ed59dfd8517a23c04a2e1b25591ac09fd401f5e1d
V2-B-N064-R064-C16-X02,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,64,0,64,1.0,64,0,64,1.0,2,79,8.1047655,1.347185958,1.7944342806596798,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__mandatory_only.toml,a8c6725dfb3f8b3addc56de99cb97003b671fede3a62db1f420748b652ec4e69
V2-B-N192-R032-C01-X01,structured,N192-R32,SOLVED,SOLVED,192,11,181,0.9427083333333334,32,15,17,0.53125,1,185,19.359996125,2.392922375,2.09069351165524,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__mandatory_only.toml,2d174cda9587a9c44183e6a5ea0dee8d578ac4b639fb3085586e2d1bf8459105
V2-B-N192-R032-C01-X02,structured,N192-R32,SOLVED,SOLVED,192,10,182,0.9479166666666666,32,15,17,0.53125,1,190,18.282786667,2.0180035,2.20385134157743,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__mandatory_only.toml,39b070bd0f7daaddedfb9aeb8b027133e7bea730bfdb4655ff433c319cabf1e6
V2-B-N192-R032-C02-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,183,18.139896958,1.905415375,2.253413734866181,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__mandatory_only.toml,9c87e281b4f4965804537869cd3aebf4d85ce184b014f4a5552ef5da963f6191
V2-B-N192-R032-C02-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,182,22.290874958,1.696620916,2.5755388235132632,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,8be2277c107e40d270d4ba1dc5049fea4641fca6a7f3449b6a1703bf94d107a1,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__mandatory_only.toml,8d867ab01aa21fffd2bf80d98420a6a802bcca980ac873d563b180ed148f4654
V2-B-N192-R032-C03-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,134,13.936018375,2.087545542,1.89848774460499,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X01/jump_highs_tagged_cover__full_fixed_point.toml,acf5549fa99252bd0639ac2410ab3fc3d487f2427df7da863f6988768e0a298e,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X01/jump_highs_tagged_cover__mandatory_only.toml,02816c041dbadbbd1437d40d188ef9d73367b537942a9ff5357095832c32bb0f
V2-B-N192-R032-C03-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,5,192,4.891753542,2.270039917,0.7677534208318575,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X02/jump_highs_tagged_cover__full_fixed_point.toml,e071b51723f6cc37926b5f75204f025ada6d0c407614f6ba40bf51a64b6e8fb3,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X02/jump_highs_tagged_cover__mandatory_only.toml,142a4339802cf319504fc7adbd3e6c179275cf15168407162ee63b5023b04222
V2-B-N192-R032-C04-X01,structured,N192-R32,SOLVED,SOLVED,192,9,183,0.953125,32,15,17,0.53125,1,120,17.678810916,2.369271625,2.009784222377874,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X01/jump_highs_tagged_cover__full_fixed_point.toml,62a19223a98a492dca7debaab831a1422957a22793bf397171ea9cbb5a6cbd34,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X01/jump_highs_tagged_cover__mandatory_only.toml,da28dabc2db70324d3489014924e644ad13c9154e237c8173aae6c5b81a31993
V2-B-N192-R032-C04-X02,structured,N192-R32,SOLVED,SOLVED,192,8,184,0.9583333333333334,32,13,19,0.59375,1,122,15.315945167,2.239701666,1.9225517813207045,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X02/jump_highs_tagged_cover__full_fixed_point.toml,9e60cf623177f52c1324ba9f8f0fb4f3650aa3cb05a978c581b9eda0727a9839,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X02/jump_highs_tagged_cover__mandatory_only.toml,abf2678a940614a17e5a77dffbdaedd6669e7906b53106d3ed757453c151e547
V2-B-N192-R032-C05-X01,structured,N192-R32,SOLVED,SOLVED,192,19,173,0.9010416666666666,32,23,9,0.28125,1,167,24.373107041,2.434285834,2.3038269324875587,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X01/jump_highs_tagged_cover__full_fixed_point.toml,a5dc76f81b8425e4be1279b986d0566999d43a35fe6fea0d36df29b673f0126c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X01/jump_highs_tagged_cover__mandatory_only.toml,7ec88234f0721a12e9e3acb37b58730f152e39625dff8a0f5575ade6e2583748
V2-B-N192-R032-C05-X02,structured,N192-R32,REJECTED_NONBINARY_SOLVER_CANDIDATE,NO_PRIMAL_CANDIDATE,192,19,173,0.9010416666666666,32,21,11,0.34375,1,164,3600.0,3600.0,0.0,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X02/jump_highs_tagged_cover__full_fixed_point.toml,4db570b0bd5c378ddb40868cea909ff8901afa4a0faf33387d3771c654ddb6bc,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X02/jump_highs_tagged_cover__mandatory_only.toml,e7ab3b82cac2ca6015bbe32d665412d60986f91a3eabc7caea04cf1afbb17279
V2-B-N192-R032-C06-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,174,20.902511542,1.33386,2.7517923267648583,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X01/jump_highs_tagged_cover__full_fixed_point.toml,eb0f8eef298f785ea36816f546c934c2cc7a1f980384606c48d71bf42ef41518,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X01/jump_highs_tagged_cover__mandatory_only.toml,7c128571d5566b1b4f3538e9a9217ecf200e2df9e22feb6cb10de8292a074eed
V2-B-N192-R032-C06-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,175,16.316673125,1.272234208,2.551412902365363,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X02/jump_highs_tagged_cover__full_fixed_point.toml,85cb526e05535bde9e6d417f5c26eb47c61ac77df4739348df20f8fd38f87665,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X02/jump_highs_tagged_cover__mandatory_only.toml,3404c0b5669c9d3726491d102c8cf820c2b010efc4dcd56020c05a61d530f79c
V2-B-N192-R032-C07-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,126,14.388182792,2.090155708,1.9291686655915963,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X01/jump_highs_tagged_cover__full_fixed_point.toml,48b4064c6bfd1d62b6d65955b7d384fde3fa0ab4dad1914fee5260900a9ba1eb,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X01/jump_highs_tagged_cover__mandatory_only.toml,26d5e3ae6ec63eec6b04ed73fdfef9d6b7921e235f05aa42792460e3d7e19a47
V2-B-N192-R032-C07-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,119,8.787524667,1.520228208,1.7544726037574374,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X02/jump_highs_tagged_cover__full_fixed_point.toml,d1c1173b3dc407d5551c01674adaebfc9901011cf1f5da4276fb586024160a35,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X02/jump_highs_tagged_cover__mandatory_only.toml,914fe36e5085626d35fc427a70abcc07feb25b6408cbcb2b8e3e554ed6010abd
V2-B-N192-R032-C08-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,3,118,16.53746525,1.393053042,2.4741306565506602,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X01/jump_highs_tagged_cover__full_fixed_point.toml,5f2d79ef8788a8480337d85ef96fcaef7b88a3a4d432f72de07bc66a9634e511,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X01/jump_highs_tagged_cover__mandatory_only.toml,067c56decc3b9e8f8e7d4e6a33ed111f415414ba2c6efef1ba78cab4911b0f01
V2-B-N192-R032-C08-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,3,119,12.46922475,1.603173667,2.051278382054204,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X02/jump_highs_tagged_cover__full_fixed_point.toml,37449adf77b04e2509f87614b66a221499d45f3aecafaeff2569ad74e0bfe8c6,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X02/jump_highs_tagged_cover__mandatory_only.toml,aa0343cc9e5f5c0812e759309dcd0c0ec507b3cc07daf31743a1819e35f30d3e
V2-B-N192-R032-C09-X01,structured,N192-R32,GENERATION_FAILED,GENERATION_FAILED,,,,,,,,,,,3600.0,3600.0,0.0,,,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C09-X01/jump_highs_tagged_cover__full_fixed_point.toml,fcb3197f0b8c948a8ae6d6c4f59e20061f2fc2f881f23368e567392e2eba7d2f,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C09-X01/jump_highs_tagged_cover__mandatory_only.toml,5d2609f341d6d27de75ca7a7f76879789e1863ebd18a4c8723be81f4134046ae
V2-B-N192-R032-C09-X02,structured,N192-R32,GENERATION_FAILED,GENERATION_FAILED,,,,,,,,,,,3600.0,3600.0,0.0,,,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C09-X02/jump_highs_tagged_cover__full_fixed_point.toml,9df27ba6ec7cd3dd0569de0d67098e6f0c429c2a5c1a72aad78623e755e63e94,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C09-X02/jump_highs_tagged_cover__mandatory_only.toml,8cf51df3d7c15a508c3c319b23bab104d263ea3ef17c34c0eebf446c37f402bc
V2-B-N192-R032-C10-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,172,14.8406735,1.444201833,2.3298148165575134,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X01/jump_highs_tagged_cover__full_fixed_point.toml,a024ace71de2a42e949333c644b1f998ecc1c15411b2736b36c9f49ef30f4ec2,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X01/jump_highs_tagged_cover__mandatory_only.toml,9efc2de7d2b9e8b501fc0b486a48116e12eb8eb2e6660a85a5737e993c8215e6
V2-B-N192-R032-C10-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,173,18.873163208,1.620473292,2.455022714785656,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X02/jump_highs_tagged_cover__full_fixed_point.toml,b6eef306c81025c329bf3c1021df8aab55896a2710c93bedc33a1b8dc55e6547,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X02/jump_highs_tagged_cover__mandatory_only.toml,957e38b48acd44f75de00d0b3a234bf437333060f535fd74dbba997d2acf3593
V2-B-N192-R032-C11-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,117,17.59457475,2.012548125,2.168188958615377,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X01/jump_highs_tagged_cover__full_fixed_point.toml,e6f290ca612c04b9110b75e291c15f590fd74dd9fa3f2b563d080cf7e6120743,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X01/jump_highs_tagged_cover__mandatory_only.toml,6fddfafd5ba2d59c54410148a2049d3df89d1934ed65fed841a53a114e7ae824
V2-B-N192-R032-C11-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,118,17.54275375,2.348930459,2.0106808721847242,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X02/jump_highs_tagged_cover__full_fixed_point.toml,c4a275b55988d49e82651a147d3208f4bb1926913f00fcc3f3a0604d0e063a1c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X02/jump_highs_tagged_cover__mandatory_only.toml,8c4c9793f0fb911353a26e4e1f338f66ba3e6eddb9470dac06239813c0ace1c9
V2-B-N192-R032-C12-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,2,142,9.791623166,1.338272542,1.9901476066292545,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X01/jump_highs_tagged_cover__full_fixed_point.toml,4f99a35474433e8d3682915e3c182259b53c9c1b615527d8566d1cbd42d74556,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X01/jump_highs_tagged_cover__mandatory_only.toml,bcf25a18e341fb43175e65267828644373ec7d88fb7119dca2f47f967adc5a80
V2-B-N192-R032-C12-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,2,149,13.8198055,1.394384542,2.29364961504384,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,a1c55ca9f3450d44f47bf6944fc023774e5321134cbc8200f95015da75c89027,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X02/jump_highs_tagged_cover__mandatory_only.toml,dac7404eb690d0006a6d10abebd059a3982fc7b3b331342395318deae1bd561a
V2-B-N192-R032-C13-X01,structured,N192-R32,GENERATION_FAILED,GENERATION_FAILED,,,,,,,,,,,3600.0,3600.0,0.0,,,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C13-X01/jump_highs_tagged_cover__full_fixed_point.toml,176067be56df5162a17484030ae57260ea04ed77f3de9e7d8f5f802d0d5e2d83,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C13-X01/jump_highs_tagged_cover__mandatory_only.toml,5e43a07f95b38d8a4b1bdf64b3e146ca3ad7d1f26b7c895106b0bfa8933e0ea8
V2-B-N192-R032-C13-X02,structured,N192-R32,GENERATION_FAILED,GENERATION_FAILED,,,,,,,,,,,3600.0,3600.0,0.0,,,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C13-X02/jump_highs_tagged_cover__full_fixed_point.toml,af2f7e016b4d861418c8e9a75e48ef90287f467835c71731c75ae22454aae230,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C13-X02/jump_highs_tagged_cover__mandatory_only.toml,75c563db7ffbc20dcac380186373c355135fe0a9ea6a0df177ccf53e2af8661a
V2-B-N192-R032-C14-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,172,19.515731334,0.956487208,3.0157087393605435,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,8c89a4cf1d56569ad1ce57616ce8cc17cafba4b6413e550618bee256bf1c4320,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X01/jump_highs_tagged_cover__mandatory_only.toml,8f1ece7bcbf57db0ce9af4f3e046112fd2afdf06b7e0b0e7f85179a21b8e5b2a
V2-B-N192-R032-C14-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,173,19.16017075,2.99106175,1.8572052595945707,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,faa85d373e8f3b8bfe32fdcd9af9836778fd8647d84886a079c01630a73328af,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X02/jump_highs_tagged_cover__mandatory_only.toml,9c3af8e7a3a08fff1e6fece6e29ee941f48840ef77c779372a22ec95540fca34
V2-B-N192-R032-C15-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,167,18.970332584,1.539517666,2.5114071524257087,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,742a81b3cf6d4a1759dccc71d80ed37adaed3da3ca89b20b05633fd8de67ee5b,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X01/jump_highs_tagged_cover__mandatory_only.toml,7ec53a85ec1e95838a2e387dfbd817708b9680bfdec1759383e99d20a0407d48
V2-B-N192-R032-C15-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,6,167,20.011148875,2.358862125,2.1381102096480413,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,b40641b0d5c7ef3825257bc2b65762ae058200859a99fa1824bd8c82de7e1e7b,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X02/jump_highs_tagged_cover__mandatory_only.toml,00b61ef8cacf2ed716a1a1aff3496d138187486edb61a0b7852b84ed8d210506
V2-B-N192-R032-C16-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,2,138,11.966237875,2.051363417,1.7635845204663654,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,6bbcd35eb23b0df94e659727bd8bba0642b272c09f213b03900753f096cd4619,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X01/jump_highs_tagged_cover__mandatory_only.toml,4e43cff8256901a57709baa5f4f99c041ea0fe67967721d3489ef0d81b368043
V2-B-N192-R032-C16-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,32,0,32,1.0,2,137,13.7907825,2.547601291,1.688848187946336,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,19946faa467750b1da6db513d08847888664c23d0f5c4458135528aad45b42ab,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X02/jump_highs_tagged_cover__mandatory_only.toml,76a1a7f15d530d04a624fcc72b0867465f07f4995b42b93617546f85bda61b6e
V2-B-N192-R064-C01-X01,structured,N192-R64,SOLVED,SOLVED,192,33,159,0.828125,64,55,9,0.140625,1,164,22.914353667,2.665039459,2.1515446480029787,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,fab395234b1f366dbca72817ec7aa38f0cc03475dabeec55c44a00ac3a55229f,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X01/jump_highs_tagged_cover__mandatory_only.toml,20650832b538348f0e4a3de4e164d35c1a8a7b23686f387a6ca42f0db70aa358
V2-B-N192-R064-C01-X02,structured,N192-R64,SOLVED,SOLVED,192,34,158,0.8229166666666666,64,56,8,0.125,1,161,22.029178041,2.181987,2.3121319196676637,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,6d5ddbe87998e3e31b565f6bc2cf08f0ae3646b907dd328b59b86c4c946fe93e,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X02/jump_highs_tagged_cover__mandatory_only.toml,07cf9e4c3b1ba70246b1d2725a6545c765c05ba82d8da12925cdaf0359b7cdda
V2-B-N192-R064-C02-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,190,21.638219125,2.382315625,2.2063881887209034,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,720a46d941778a33d52bde508485b06e43fac687c87d0b00e70d35e8e6f26953,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X01/jump_highs_tagged_cover__mandatory_only.toml,d605b2b1dbf704a407251625d4d2574d8e9925ba21d167fad3de1f5a86f54300
V2-B-N192-R064-C02-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,10,190,16.897540625,1.806678292,2.235678124742198,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,a703c688410557bdee64c6370b9f914355fd6918974064da0d1e6adea3e2bd1a,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X02/jump_highs_tagged_cover__mandatory_only.toml,0390cc21d1c229e5d94f7ac10662d3c6d35eeff105e6a04b585fd0559ab01caa
V2-B-N192-R064-C03-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,9,192,6.058153916,2.162393166,1.0301895637495813,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X01/jump_highs_tagged_cover__full_fixed_point.toml,4fb8985bdd165d1dbd2b6f0cb8981bffed9364602ce6ef3f0d094f10659e05d3,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X01/jump_highs_tagged_cover__mandatory_only.toml,62ed38b69a5c9d85529b9e7476c01468199fc678f921f37269ccb2a18f53577f
V2-B-N192-R064-C03-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,192,0,192,1.0,64,0,64,1.0,9,192,3.903399042,2.511150083,0.44110687418751937,,0,,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X02/jump_highs_tagged_cover__full_fixed_point.toml,b1d82f2ac829d35f94b2242be0708a735cbda7538adf5568f768eec74ee67b7c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X02/jump_highs_tagged_cover__mandatory_only.toml,900a3ab648fb0e8eb80295cc34766ef78aec2c2b831f17e0c5a959898a6d819d
V2-B-N192-R064-C04-X01,structured,N192-R64,SOLVED,SOLVED,192,13,179,0.9322916666666666,64,23,41,0.640625,1,158,21.649165542,2.6610265,2.0962549600028844,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X01/jump_highs_tagged_cover__full_fixed_point.toml,c0b0671ee3f4aa4c1eac2e4bfa8ea013f158609df8dc6af7d5ab45a3d839e90a,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X01/jump_highs_tagged_cover__mandatory_only.toml,741d66508e2b141ecb25d75ca7ae603cb6bd4ce9e3d6a4d5a44ca15c3cf7d888
V2-B-N192-R064-C04-X02,structured,N192-R64,SOLVED,SOLVED,192,14,178,0.9270833333333334,64,24,40,0.625,1,156,19.140179,1.768592542,2.381605681867301,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X02/jump_highs_tagged_cover__full_fixed_point.toml,a7b704dabbfba2dc1d3800b0c3a64ade9766d739e36e595fddf64bce2b7b914a,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X02/jump_highs_tagged_cover__mandatory_only.toml,d01cd613a1e7b15ab3b512e83855ccd512e72e93c92981597d04ea4ececbc841
V2-B-N192-R064-C05-X01,structured,N192-R64,SOLVED,SOLVED,192,19,173,0.9010416666666666,64,24,40,0.625,1,188,25.072631084,1.6600825,2.7149095562360963,1,1,0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X01/jump_highs_tagged_cover__full_fixed_point.toml,01c299b6af279bb170849351e864a8fb776cf4323571ca1192b2d102dbef67f7,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X01/jump_highs_tagged_cover__mandatory_only.toml,ae35570e271e76431fe6f38ed1a4a3f16e19c3dfbe9f3fdcbba1d15e0d2d4ab0
