parameter,label,parameter_value,belief_index,coordinate,potential,research_region,component_count,threshold_kind,cutoff_coordinate
discount,discount=0.86,0.86,9,0.06666666666666667,0.1912563561992052,false,1,upper,0.375
discount,discount=0.86,0.86,10,0.075,0.1959609667631203,false,1,upper,0.375
discount,discount=0.86,0.86,11,0.08333333333333333,0.20097817420576805,false,1,upper,0.375
discount,discount=0.86,0.86,12,0.09166666666666666,0.20632073514234112,false,1,upper,0.375
discount,discount=0.86,0.86,13,0.1,0.21200161044794888,false,1,upper,0.375
discount,discount=0.86,0.86,14,0.10833333333333334,0.21803413134683036,false,1,upper,0.375
discount,discount=0.86,0.86,15,0.11666666666666667,0.22443219389973393,false,1,upper,0.375
discount,discount=0.86,0.86,16,0.125,0.23121047383655402,false,1,upper,0.375
discount,discount=0.86,0.86,17,0.13333333333333333,0.2383846517966658,false,1,upper,0.375
discount,discount=0.86,0.86,18,0.14166666666666666,0.24597163771908193,false,1,upper,0.375
discount,discount=0.86,0.86,19,0.15,0.2539897824276248,false,1,upper,0.375
discount,discount=0.86,0.86,20,0.15833333333333333,0.2624590643759734,false,1,upper,0.375
discount,discount=0.86,0.86,21,0.16666666666666666,0.2714012399954794,false,1,upper,0.375
discount,discount=0.86,0.86,22,0.175,0.28083994703731036,false,1,upper,0.375
discount,discount=0.86,0.86,23,0.18333333333333332,0.29080075162528696,false,1,upper,0.375
discount,discount=0.86,0.86,24,0.19166666666666668,0.3013111313539477,false,1,upper,0.375
discount,discount=0.86,0.86,25,0.2,0.31240038861691094,false,1,upper,0.375
discount,discount=0.86,0.86,26,0.20833333333333334,0.32409949039507513,false,1,upper,0.375
discount,discount=0.86,0.86,27,0.21666666666666667,0.33644083294922544,false,1,upper,0.375
discount,discount=0.86,0.86,28,0.225,0.34945793222652594,false,1,upper,0.375
discount,discount=0.86,0.86,29,0.23333333333333334,0.3631850432731594,false,1,upper,0.375
discount,discount=0.86,0.86,30,0.24166666666666667,0.3776567144914795,false,1,upper,0.375
discount,discount=0.86,0.86,31,0.25,0.3929072851057997,false,1,upper,0.375
discount,discount=0.86,0.86,32,0.25833333333333336,0.4089703365938369,false,1,upper,0.375
discount,discount=0.86,0.86,33,0.26666666666666666,0.42587811096618133,false,1,upper,0.375
discount,discount=0.86,0.86,34,0.275,0.44366091048946243,false,1,upper,0.375
discount,discount=0.86,0.86,35,0.2833333333333333,0.4623464946114584,false,1,upper,0.375
discount,discount=0.86,0.86,36,0.2916666666666667,0.48195949034261537,false,1,upper,0.375
discount,discount=0.86,0.86,37,0.3,0.5025208321010372,false,1,upper,0.375
discount,discount=0.86,0.86,38,0.30833333333333335,0.5240472460105137,false,1,upper,0.375
discount,discount=0.86,0.86,39,0.31666666666666665,0.5465507918845004,false,1,upper,0.375
discount,discount=0.86,0.86,40,0.325,0.5700384737223813,false,1,upper,0.375
discount,discount=0.86,0.86,41,0.3333333333333333,0.5945119266297754,false,1,upper,0.375
discount,discount=0.86,0.86,42,0.3416666666666667,0.6199671848353944,false,1,upper,0.375
discount,discount=0.86,0.86,43,0.35,0.6463945321220197,false,1,upper,0.375
discount,discount=0.86,0.86,44,0.35833333333333334,0.6737784327351388,false,1,upper,0.375
discount,discount=0.86,0.86,45,0.36666666666666664,0.7020975378845451,false,1,upper,0.375
discount,discount=0.86,0.86,46,0.375,0.7313247604881243,true,1,upper,0.375
discount,discount=0.86,0.86,47,0.38333333333333336,0.7614274089561177,true,1,upper,0.375
discount,discount=0.86,0.86,48,0.39166666666666666,0.7923673696591,true,1,upper,0.375
discount,discount=0.86,0.86,49,0.4,0.8241013272875645,true,1,upper,0.375
discount,discount=0.86,0.86,50,0.4083333333333333,0.8565810125639312,true,1,upper,0.375
discount,discount=0.86,0.86,51,0.4166666666666667,0.8897534676286251,true,1,upper,0.375
discount,discount=0.86,0.86,52,0.425,0.9235613207716579,true,1,upper,0.375
discount,discount=0.86,0.86,53,0.43333333333333335,0.9579430638757237,true,1,upper,0.375
discount,discount=0.86,0.86,54,0.44166666666666665,0.9928333278204571,true,1,upper,0.375
discount,discount=0.86,0.86,55,0.45,1.0281631530176534,true,1,upper,0.375
discount,discount=0.86,0.86,56,0.4583333333333333,1.0638602540653002,true,1,upper,0.375
discount,discount=0.86,0.86,57,0.4666666666666667,1.0998492791106211,true,1,upper,0.375
discount,discount=0.86,0.86,58,0.475,1.1360520658145854,true,1,upper,0.375
discount,discount=0.86,0.86,59,0.48333333333333334,1.1723878967617363,true,1,upper,0.375
discount,discount=0.86,0.86,60,0.49166666666666664,1.2087737577406217,true,1,upper,0.375
discount,discount=0.86,0.86,61,0.5,1.2451246025415514,true,1,upper,0.375
discount,discount=0.86,0.86,62,0.5083333333333333,1.2813536278134727,true,1,upper,0.375
discount,discount=0.86,0.86,63,0.5166666666666667,1.3173725611410458,true,1,upper,0.375
discount,discount=0.86,0.86,64,0.525,1.353091964907769,true,1,upper,0.375
discount,discount=0.86,0.86,65,0.5333333333333333,1.3884215577661925,true,1,upper,0.375
discount,discount=0.86,0.86,66,0.5416666666666666,1.423270554705541,true,1,upper,0.375
discount,discount=0.86,0.86,67,0.55,1.4575480258480455,true,1,upper,0.375
discount,discount=0.86,0.86,68,0.5583333333333333,1.49116327326701,true,1,upper,0.375
discount,discount=0.86,0.86,69,0.5666666666666667,1.524026224340703,true,1,upper,0.375
discount,discount=0.86,0.86,70,0.575,1.5560478394646706,true,1,upper,0.375
discount,discount=0.86,0.86,71,0.5833333333333334,1.5871405313590718,true,1,upper,0.375
discount,discount=0.86,0.86,72,0.5916666666666667,1.6172185927365037,true,1,upper,0.375
discount,discount=0.86,0.86,73,0.6,1.6461986287420733,true,1,upper,0.375
discount,discount=0.86,0.86,74,0.6083333333333333,1.673999990338651,true,1,upper,0.375
discount,discount=0.86,0.86,75,0.6166666666666667,1.7005452046808076,true,1,upper,0.375
discount,discount=0.86,0.86,76,0.625,1.7257603984937555,true,1,upper,0.375
discount,discount=0.86,0.86,77,0.6333333333333333,1.7495757105419185,true,1,upper,0.375
discount,discount=0.86,0.86,78,0.6416666666666667,1.7719256894294482,true,1,upper,0.375
discount,discount=0.86,0.86,79,0.65,1.7927496732183321,true,1,upper,0.375
discount,discount=0.86,0.86,80,0.6583333333333333,1.8119921476764793,true,1,upper,0.375
discount,discount=0.86,0.86,81,0.6666666666666666,1.829603080378753,true,1,upper,0.375
discount,discount=0.86,0.86,82,0.675,1.845538228379598,true,1,upper,0.375
discount,discount=0.86,0.86,83,0.6833333333333333,1.859759417758389,true,1,upper,0.375
discount,discount=0.86,0.86,84,0.6916666666666667,1.8722347940079673,true,1,upper,0.375
discount,discount=0.86,0.86,85,0.7,1.882939042987912,true,1,upper,0.375
discount,discount=0.86,0.86,86,0.7083333333333334,1.8918535829851495,true,1,upper,0.375
discount,discount=0.86,0.86,87,0.7166666666666667,1.8989667292899237,true,1,upper,0.375
discount,discount=0.86,0.86,88,0.725,1.9042738335641025,true,1,upper,0.375
discount,discount=0.86,0.86,89,0.7333333333333333,1.9077774010878745,true,1,upper,0.375
discount,discount=0.86,0.86,90,0.7416666666666667,1.9094871896324597,true,1,upper,0.375
discount,discount=0.86,0.86,91,0.75,1.9094202941063394,true,1,upper,0.375
discount,discount=0.86,0.86,92,0.7583333333333333,1.90760122112267,true,1,upper,0.375
discount,discount=0.86,0.86,93,0.7666666666666667,1.9040619570819293,true,1,upper,0.375
discount,discount=0.86,0.86,94,0.775,1.898842032101235,true,1,upper,0.375
discount,discount=0.86,0.86,95,0.7833333333333333,1.8919885800166127,true,1,upper,0.375
discount,discount=0.86,0.86,96,0.7916666666666666,1.8835563916558251,true,1,upper,0.375
discount,discount=0.86,0.86,97,0.8,1.8736079546358628,true,1,upper,0.375
discount,discount=0.86,0.86,98,0.8083333333333333,1.8622134682177451,true,1,upper,0.375
discount,discount=0.86,0.86,99,0.8166666666666667,1.8494508165510533,true,1,upper,0.375
discount,discount=0.86,0.86,100,0.825,1.8354054784425073,true,1,upper,0.375
discount,discount=0.86,0.86,101,0.8333333333333334,1.8201703472438244,true,1,upper,0.375
discount,discount=0.86,0.86,102,0.8416666666666667,1.803845431366689,true,1,upper,0.375
discount,discount=0.86,0.86,103,0.85,1.7865374051433127,true,1,upper,0.375
discount,discount=0.86,0.86,104,0.8583333333333333,1.768358982038106,true,1,upper,0.375
discount,discount=0.86,0.86,105,0.8666666666666667,1.7494280881385904,true,1,upper,0.375
discount,discount=0.86,0.86,106,0.875,1.7298668235952988,true,1,upper,0.375
discount,discount=0.86,0.86,107,0.8833333333333333,1.709800212918941,true,1,upper,0.375
discount,discount=0.86,0.86,108,0.8916666666666667,1.6893547608846962,true,1,upper,0.375
discount,discount=0.86,0.86,109,0.9,1.6686568478024453,true,1,upper,0.375
discount,discount=0.86,0.86,110,0.9083333333333333,1.6478310142512513,true,1,upper,0.375
discount,discount=0.86,0.86,111,0.9166666666666666,1.6269981990521998,true,1,upper,0.375
discount,discount=0.86,0.86,112,0.925,1.6062740034232983,true,1,upper,0.375
discount,discount=0.86,0.86,113,0.9333333333333333,1.5857670575483382,true,1,upper,0.375
discount,discount=0.86,0.86,114,0.9416666666666667,1.5655775625443453,true,1,upper,0.375
discount,discount=0.86,0.86,115,0.95,1.545796071228586,true,1,upper,0.375
discount,discount=0.86,0.86,116,0.9583333333333334,1.5265025561962633,true,1,upper,0.375
discount,discount=0.86,0.86,117,0.9666666666666667,1.5077657952132975,true,1,upper,0.375
discount,discount=0.86,0.86,118,0.975,1.4896430838692698,true,1,upper,0.375
discount,discount=0.86,0.86,119,0.9833333333333333,1.4721802659330507,true,1,upper,0.375
discount,discount=0.86,0.86,120,0.9916666666666667,1.45541205475267,true,1,upper,0.375
discount,discount=0.86,0.86,121,1.0,1.439362605694012,true,1,upper,0.375
discount,discount=0.94,0.94,1,0.0,0.45600050738301545,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,2,0.008333333333333333,0.4608835702779598,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,3,0.016666666666666666,0.4661294758077012,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,4,0.025,0.47175766033882166,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,5,0.03333333333333333,0.4777871595907366,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,6,0.041666666666666664,0.4842364426894227,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,7,0.05,0.49112327343392537,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,8,0.058333333333333334,0.4984646106026585,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,9,0.06666666666666667,0.506276558164994,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,10,0.075,0.514574374233157,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,11,0.08333333333333333,0.5233725445461948,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,12,0.09166666666666666,0.5326849224124233,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,13,0.1,0.5425249326615951,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,14,0.10833333333333334,0.5529058326698206,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,15,0.11666666666666667,0.5638410193449532,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,16,0.125,0.5753443674890927,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,17,0.13333333333333333,0.5874305824866671,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,18,0.14166666666666666,0.60011554896699,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,19,0.15,0.6134166569781175,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,20,0.15833333333333333,0.6273530881702809,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,21,0.16666666666666666,0.6419460463121971,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,22,0.175,0.657218918895379,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,23,0.18333333333333332,0.6731973593664354,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,24,0.19166666666666668,0.6899092824539728,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,25,0.2,0.7073847679787286,false,1,upper,0.20833333333333334
discount,discount=0.94,0.94,26,0.20833333333333334,0.7256558713752567,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,27,0.21666666666666667,0.7447563418892029,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,28,0.225,0.7647212520575812,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,29,0.23333333333333334,0.785586544648753,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,30,0.24166666666666667,0.8073885057355372,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,31,0.25,0.8301631749672685,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,32,0.25833333333333336,0.8539457063235361,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,33,0.26666666666666666,0.878769694567032,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,34,0.275,0.9046664841351392,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,35,0.2833333333333333,0.9316644781841551,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,36,0.2916666666666667,0.9597884658060789,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,37,0.3,0.9890589849900472,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,38,0.30833333333333335,1.019491737663782,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,39,0.31666666666666665,1.0510970711498044,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,40,0.325,1.0838795376947412,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,41,0.3333333333333333,1.1178375405234493,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,42,0.3416666666666667,1.1529630713254453,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,43,0.35,1.189241540420871,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,44,0.35833333333333334,1.2266516973088226,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,45,0.36666666666666664,1.265165636092871,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,46,0.375,1.3047488775973899,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,47,0.38333333333333336,1.3453605179782406,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,48,0.39166666666666666,1.3869534323799861,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,49,0.4,1.429474521725304,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,50,0.4083333333333333,1.4728649910064224,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,51,0.4166666666666667,1.5170606483957834,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,52,0.425,1.5619922159740325,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,53,0.43333333333333335,1.6075856447307177,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,54,0.44166666666666665,1.6537624285566939,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,55,0.45,1.7004399140505309,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,56,0.4583333333333333,1.7475316049529983,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,57,0.4666666666666667,1.794947461779475,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,58,0.475,1.8425941986478263,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,59,0.48333333333333334,1.890375580343304,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,60,0.49166666666666664,1.938192723301198,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,61,0.5,1.9859444044333825,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,62,0.5083333333333333,2.0335273816128696,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,63,0.5166666666666667,2.080836729216672,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,64,0.525,2.127766191478047,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,65,0.5333333333333333,2.1742085555861608,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,66,0.5416666666666666,2.2200560455634246,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,67,0.55,2.2652007370115403,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,68,0.5583333333333333,2.309534991900377,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,69,0.5666666666666667,2.3529519117211493,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,70,0.575,2.3953458065681716,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,71,0.5833333333333334,2.436612677071362,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,72,0.5916666666666667,2.4766507055849587,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,73,0.6,2.515360752649764,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,74,0.6083333333333333,2.5526468544836995,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,75,0.6166666666666667,2.588416717112814,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,76,0.625,2.622582202724407,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,77,0.6333333333333333,2.6550598038984323,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,78,0.6416666666666667,2.6857711015462815,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,79,0.65,2.7146432026536953,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,80,0.6583333333333333,2.741609154284873,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,81,0.6666666666666666,2.7666083307588534,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,82,0.675,2.7895867914589987,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,83,0.6833333333333333,2.8104976073848933,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,84,0.6916666666666667,2.8293011553037393,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,85,0.7,2.8459653792017603,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,86,0.7083333333333334,2.860466019662125,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,87,0.7166666666666667,2.8727868127781964,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,88,0.725,2.882919661203602,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,89,0.7333333333333333,2.890864780873574,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,90,0.7416666666666667,2.896630827705821,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,91,0.75,2.9002350090733873,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,92,0.7583333333333333,2.9017031848774257,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,93,0.7666666666666667,2.9010699624547294,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,94,0.775,2.898378788149372,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,95,0.7833333333333333,2.893682035998622,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,96,0.7916666666666666,2.8870410905255506,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,97,0.8,2.8785264160913555,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,98,0.8083333333333333,2.86821759978141,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,99,0.8166666666666667,2.856203348710803,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,100,0.825,2.8425814164796708,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,101,0.8333333333333334,2.8274584280381956,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,102,0.8416666666666667,2.8109495683532946,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,103,0.85,2.793178098996733,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,104,0.8583333333333333,2.7742746690254716,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,105,0.8666666666666667,2.754376392988106,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,106,0.875,2.7336256798312286,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,107,0.8833333333333333,2.7121688115804194,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,108,0.8916666666666667,2.690154288951825,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,109,0.9,2.6677309808894414,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,110,0.9083333333333333,2.6450461343108334,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,111,0.9166666666666666,2.622243316758574,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,112,0.925,2.5994603760189094,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,113,0.9333333333333333,2.57682750541953,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,114,0.9416666666666667,2.554465500608813,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,115,0.95,2.532484283286897,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,116,0.9583333333333334,2.5109817507150805,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,117,0.9666666666666667,2.4900429887708344,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,118,0.975,2.4697398632034764,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,119,0.9833333333333333,2.4501309810278857,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,120,0.9916666666666667,2.431261993841357,true,1,upper,0.20833333333333334
discount,discount=0.94,0.94,121,1.0,2.413166198883999,true,1,upper,0.20833333333333334
persistence,persistence=0.0,0.0,1,0.0,0.1633388529328044,false,1,upper,0.375
persistence,persistence=0.0,0.0,2,0.008333333333333333,0.16600420391057422,false,1,upper,0.375
persistence,persistence=0.0,0.0,3,0.016666666666666666,0.16887913262884194,false,1,upper,0.375
persistence,persistence=0.0,0.0,4,0.025,0.17197657732682986,false,1,upper,0.375
persistence,persistence=0.0,0.0,5,0.03333333333333333,0.17530955594124537,false,1,upper,0.375
persistence,persistence=0.0,0.0,6,0.041666666666666664,0.17889109396457675,false,1,upper,0.375
persistence,persistence=0.0,0.0,7,0.05,0.1827341660805206,false,1,upper,0.375
persistence,persistence=0.0,0.0,8,0.058333333333333334,0.1868516581995236,false,1,upper,0.375
persistence,persistence=0.0,0.0,9,0.06666666666666667,0.1912563561992052,false,1,upper,0.375
persistence,persistence=0.0,0.0,10,0.075,0.1959609667631203,false,1,upper,0.375
persistence,persistence=0.0,0.0,11,0.08333333333333333,0.20097817420576805,false,1,upper,0.375
persistence,persistence=0.0,0.0,12,0.09166666666666666,0.20632073514234112,false,1,upper,0.375
persistence,persistence=0.0,0.0,13,0.1,0.21200161044794888,false,1,upper,0.375
persistence,persistence=0.0,0.0,14,0.10833333333333334,0.21803413134683036,false,1,upper,0.375
persistence,persistence=0.0,0.0,15,0.11666666666666667,0.22443219389973393,false,1,upper,0.375
persistence,persistence=0.0,0.0,16,0.125,0.23121047383655402,false,1,upper,0.375
persistence,persistence=0.0,0.0,17,0.13333333333333333,0.2383846517966658,false,1,upper,0.375
persistence,persistence=0.0,0.0,18,0.14166666666666666,0.24597163771908193,false,1,upper,0.375
persistence,persistence=0.0,0.0,19,0.15,0.2539897824276248,false,1,upper,0.375
persistence,persistence=0.0,0.0,20,0.15833333333333333,0.2624590643759734,false,1,upper,0.375
persistence,persistence=0.0,0.0,21,0.16666666666666666,0.2714012399954794,false,1,upper,0.375
persistence,persistence=0.0,0.0,22,0.175,0.28083994703731036,false,1,upper,0.375
persistence,persistence=0.0,0.0,23,0.18333333333333332,0.29080075162528696,false,1,upper,0.375
persistence,persistence=0.0,0.0,24,0.19166666666666668,0.3013111313539477,false,1,upper,0.375
persistence,persistence=0.0,0.0,25,0.2,0.31240038861691094,false,1,upper,0.375
persistence,persistence=0.0,0.0,26,0.20833333333333334,0.32409949039507513,false,1,upper,0.375
persistence,persistence=0.0,0.0,27,0.21666666666666667,0.33644083294922544,false,1,upper,0.375
persistence,persistence=0.0,0.0,28,0.225,0.34945793222652594,false,1,upper,0.375
persistence,persistence=0.0,0.0,29,0.23333333333333334,0.3631850432731594,false,1,upper,0.375
persistence,persistence=0.0,0.0,30,0.24166666666666667,0.3776567144914795,false,1,upper,0.375
persistence,persistence=0.0,0.0,31,0.25,0.3929072851057997,false,1,upper,0.375
persistence,persistence=0.0,0.0,32,0.25833333333333336,0.4089703365938369,false,1,upper,0.375
persistence,persistence=0.0,0.0,33,0.26666666666666666,0.42587811096618133,false,1,upper,0.375
persistence,persistence=0.0,0.0,34,0.275,0.44366091048946243,false,1,upper,0.375
persistence,persistence=0.0,0.0,35,0.2833333333333333,0.4623464946114584,false,1,upper,0.375
persistence,persistence=0.0,0.0,36,0.2916666666666667,0.48195949034261537,false,1,upper,0.375
persistence,persistence=0.0,0.0,37,0.3,0.5025208321010372,false,1,upper,0.375
persistence,persistence=0.0,0.0,38,0.30833333333333335,0.5240472460105137,false,1,upper,0.375
persistence,persistence=0.0,0.0,39,0.31666666666666665,0.5465507918845004,false,1,upper,0.375
persistence,persistence=0.0,0.0,40,0.325,0.5700384737223813,false,1,upper,0.375
persistence,persistence=0.0,0.0,41,0.3333333333333333,0.5945119266297754,false,1,upper,0.375
persistence,persistence=0.0,0.0,42,0.3416666666666667,0.6199671848353944,false,1,upper,0.375
persistence,persistence=0.0,0.0,43,0.35,0.6463945321220197,false,1,upper,0.375
persistence,persistence=0.0,0.0,44,0.35833333333333334,0.6737784327351388,false,1,upper,0.375
persistence,persistence=0.0,0.0,45,0.36666666666666664,0.7020975378845451,false,1,upper,0.375
persistence,persistence=0.0,0.0,46,0.375,0.7313247604881243,true,1,upper,0.375
persistence,persistence=0.0,0.0,47,0.38333333333333336,0.7614274089561177,true,1,upper,0.375
persistence,persistence=0.0,0.0,48,0.39166666666666666,0.7923673696591,true,1,upper,0.375
persistence,persistence=0.0,0.0,49,0.4,0.8241013272875645,true,1,upper,0.375
persistence,persistence=0.0,0.0,50,0.4083333333333333,0.8565810125639312,true,1,upper,0.375
persistence,persistence=0.0,0.0,51,0.4166666666666667,0.8897534676286251,true,1,upper,0.375
persistence,persistence=0.0,0.0,52,0.425,0.9235613207716579,true,1,upper,0.375
persistence,persistence=0.0,0.0,53,0.43333333333333335,0.9579430638757237,true,1,upper,0.375
persistence,persistence=0.0,0.0,54,0.44166666666666665,0.9928333278204571,true,1,upper,0.375
persistence,persistence=0.0,0.0,55,0.45,1.0281631530176534,true,1,upper,0.375
persistence,persistence=0.0,0.0,56,0.4583333333333333,1.0638602540653002,true,1,upper,0.375
persistence,persistence=0.0,0.0,57,0.4666666666666667,1.0998492791106211,true,1,upper,0.375
persistence,persistence=0.0,0.0,58,0.475,1.1360520658145854,true,1,upper,0.375
persistence,persistence=0.0,0.0,59,0.48333333333333334,1.1723878967617363,true,1,upper,0.375
persistence,persistence=0.0,0.0,60,0.49166666666666664,1.2087737577406217,true,1,upper,0.375
persistence,persistence=0.0,0.0,61,0.5,1.2451246025415514,true,1,upper,0.375
persistence,persistence=0.0,0.0,62,0.5083333333333333,1.2813536278134727,true,1,upper,0.375
persistence,persistence=0.0,0.0,63,0.5166666666666667,1.3173725611410458,true,1,upper,0.375
persistence,persistence=0.0,0.0,64,0.525,1.353091964907769,true,1,upper,0.375
persistence,persistence=0.0,0.0,65,0.5333333333333333,1.3884215577661925,true,1,upper,0.375
persistence,persistence=0.0,0.0,66,0.5416666666666666,1.423270554705541,true,1,upper,0.375
persistence,persistence=0.0,0.0,67,0.55,1.4575480258480455,true,1,upper,0.375
persistence,persistence=0.0,0.0,68,0.5583333333333333,1.49116327326701,true,1,upper,0.375
persistence,persistence=0.0,0.0,69,0.5666666666666667,1.524026224340703,true,1,upper,0.375
persistence,persistence=0.0,0.0,70,0.575,1.5560478394646706,true,1,upper,0.375
persistence,persistence=0.0,0.0,71,0.5833333333333334,1.5871405313590718,true,1,upper,0.375
persistence,persistence=0.0,0.0,72,0.5916666666666667,1.6172185927365037,true,1,upper,0.375
