trial_id,method,source_size,retained_size,removed_count,library_reduction,budget_kind,budget_fraction,budget_amount,passive_value,research_option_premium,total_value,signed_operational_loss,signed_generative_loss,signed_total_dynamic_loss,operational_loss,generative_loss,total_dynamic_loss,future_value_loss,retained_ids,decomposition_gate
1,frontier_only,5,2,3,3//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
1,innovation_safe,5,5,0,0//1,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2;strategy_3;strategy_4,true
1,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,1925//192,0//1,1925//192,175//192,0//1,175//192,175//192,0//1,175//192,true,inactive;strategy_3,true
1,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
2,frontier_only,5,2,3,3//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
2,innovation_safe,5,4,1,1//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3;strategy_4,true
2,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
2,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
3,frontier_only,5,3,2,2//5,none,0//1,0//1,1225//128,0//1,1225//128,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
3,innovation_safe,5,4,1,1//5,none,0//1,0//1,1225//128,0//1,1225//128,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2;strategy_4,true
3,approx_operational,5,3,2,2//5,passive_value,1//10,245//256,1225//128,0//1,1225//128,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
3,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,1225//128,0//1,1225//128,1225//128,0//1,1225//128,true,inactive,true
4,frontier_only,5,3,2,2//5,none,0//1,0//1,1225//128,0//1,1225//128,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
4,innovation_safe,5,3,2,2//5,none,0//1,0//1,1225//128,0//1,1225//128,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
4,approx_operational,5,3,2,2//5,passive_value,1//10,245//256,2275//256,0//1,2275//256,175//256,0//1,175//256,175//256,0//1,175//256,true,inactive;strategy_2;strategy_3,true
4,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,1225//128,0//1,1225//128,1225//128,0//1,1225//128,true,inactive,true
5,frontier_only,5,2,3,3//5,none,0//1,0//1,1225//128,0//1,1225//128,0//1,27//256,27//256,0//1,27//256,27//256,true,inactive;strategy_1,true
5,innovation_safe,5,3,2,2//5,none,0//1,0//1,1225//128,27//256,2477//256,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_4,true
5,approx_operational,5,2,3,3//5,passive_value,1//10,245//256,1225//128,0//1,1225//128,0//1,27//256,27//256,0//1,27//256,27//256,true,inactive;strategy_1,true
5,approx_generative,5,2,3,3//5,research_option_premium,1//20,27//5120,525//128,135//256,1185//256,175//32,-27//64,323//64,175//32,0//1,323//64,true,inactive;strategy_3,true
6,frontier_only,5,2,3,3//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4,true
6,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
6,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4,true
6,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
7,frontier_only,6,2,4,2//3,none,0//1,0//1,175//16,81//512,5681//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
7,innovation_safe,6,2,4,2//3,none,0//1,0//1,175//16,81//512,5681//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
7,approx_operational,6,2,4,2//3,passive_value,1//10,35//32,175//16,81//512,5681//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
7,approx_generative,6,2,4,2//3,research_option_premium,1//20,81//10240,175//16,81//512,5681//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
8,frontier_only,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
8,innovation_safe,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
8,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
8,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
9,frontier_only,4,3,1,1//4,none,0//1,0//1,175//16,135//4096,44935//4096,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_3,true
9,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,135//4096,44935//4096,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_3,true
9,approx_operational,4,3,1,1//4,passive_value,1//10,35//32,2625//256,351//4096,42351//4096,175//256,-27//512,323//512,175//256,0//1,323//512,true,inactive;strategy_1;strategy_2,true
9,approx_generative,4,2,2,1//2,research_option_premium,1//20,27//16384,2275//256,783//4096,37183//4096,525//256,-81//512,969//512,525//256,0//1,969//512,true,inactive;strategy_1,true
10,frontier_only,6,3,3,1//2,none,0//1,0//1,2625//256,0//1,2625//256,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_5,true
10,innovation_safe,6,5,1,1//6,none,0//1,0//1,2625//256,0//1,2625//256,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2;strategy_3;strategy_4,true
10,approx_operational,6,3,3,1//2,passive_value,1//10,525//512,1225//128,0//1,1225//128,175//256,0//1,175//256,175//256,0//1,175//256,true,inactive;strategy_1;strategy_3,true
10,approx_generative,6,1,5,5//6,research_option_premium,1//20,0//1,0//1,0//1,0//1,2625//256,0//1,2625//256,2625//256,0//1,2625//256,true,inactive,true
11,frontier_only,6,3,3,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_4,true
11,innovation_safe,6,3,3,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_4,true
11,approx_operational,6,3,3,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_4,true
11,approx_generative,6,1,5,5//6,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
12,frontier_only,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
12,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
12,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,2625//256,0//1,2625//256,175//256,0//1,175//256,175//256,0//1,175//256,true,inactive;strategy_3,true
12,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
13,frontier_only,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
13,innovation_safe,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
13,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
13,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
14,frontier_only,4,2,2,1//2,none,0//1,0//1,1225//192,0//1,1225//192,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
14,innovation_safe,4,3,1,1//4,none,0//1,0//1,1225//192,0//1,1225//192,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_3,true
14,approx_operational,4,2,2,1//2,passive_value,1//10,245//384,1225//192,0//1,1225//192,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
14,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,1225//192,0//1,1225//192,1225//192,0//1,1225//192,true,inactive,true
15,frontier_only,6,2,4,2//3,none,0//1,0//1,175//16,0//1,175//16,0//1,11097//32768,11097//32768,0//1,11097//32768,11097//32768,true,inactive;strategy_3,true
15,innovation_safe,6,4,2,1//3,none,0//1,0//1,175//16,11097//32768,369497//32768,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_3;strategy_4,true
15,approx_operational,6,3,3,1//2,passive_value,1//10,35//32,2625//256,0//1,2625//256,175//256,11097//32768,33497//32768,175//256,11097//32768,33497//32768,true,inactive;strategy_1;strategy_2,true
15,approx_generative,6,3,3,1//2,research_option_premium,1//20,11097//655360,1225//128,819//2048,20419//2048,175//128,-2007//32768,42793//32768,175//128,0//1,42793//32768,true,inactive;strategy_1;strategy_5,true
16,frontier_only,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_4,true
16,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_4,true
16,approx_operational,5,3,2,2//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_4,true
16,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
17,frontier_only,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
17,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
17,approx_operational,5,3,2,2//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
17,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
18,frontier_only,5,3,2,2//5,none,0//1,0//1,175//16,190377//131072,1623977//131072,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3;strategy_4,true
18,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,190377//131072,1623977//131072,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3;strategy_4,true
18,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,2625//256,239697//131072,1583697//131072,175//256,-6165//16384,5035//16384,175//256,0//1,5035//16384,true,inactive;strategy_3,true
18,approx_generative,5,2,3,3//5,research_option_premium,1//20,190377//2621440,875//128,486297//131072,1382297//131072,525//128,-18495//8192,15105//8192,525//128,0//1,15105//8192,true,inactive;strategy_1,true
19,frontier_only,4,3,1,1//4,none,0//1,0//1,175//24,0//1,175//24,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
19,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//24,0//1,175//24,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
19,approx_operational,4,3,1,1//4,passive_value,1//10,35//48,175//24,0//1,175//24,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
19,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//24,0//1,175//24,175//24,0//1,175//24,true,inactive,true
20,frontier_only,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
20,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
20,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,2625//256,0//1,2625//256,175//256,0//1,175//256,175//256,0//1,175//256,true,inactive;strategy_3,true
20,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
21,frontier_only,4,2,2,1//2,none,0//1,0//1,1925//192,0//1,1925//192,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
21,innovation_safe,4,2,2,1//2,none,0//1,0//1,1925//192,0//1,1925//192,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
21,approx_operational,4,2,2,1//2,passive_value,1//10,385//384,1925//192,0//1,1925//192,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
21,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,1925//192,0//1,1925//192,1925//192,0//1,1925//192,true,inactive,true
22,frontier_only,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
22,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
22,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
22,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
23,frontier_only,4,3,1,1//4,none,0//1,0//1,525//64,0//1,525//64,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
23,innovation_safe,4,3,1,1//4,none,0//1,0//1,525//64,0//1,525//64,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
23,approx_operational,4,3,1,1//4,passive_value,1//10,105//128,525//64,0//1,525//64,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
23,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,525//64,0//1,525//64,525//64,0//1,525//64,true,inactive,true
24,frontier_only,4,3,1,1//4,none,0//1,0//1,2625//256,0//1,2625//256,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_3,true
24,innovation_safe,4,3,1,1//4,none,0//1,0//1,2625//256,0//1,2625//256,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
24,approx_operational,4,3,1,1//4,passive_value,1//10,525//512,2625//256,0//1,2625//256,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_3,true
24,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,2625//256,0//1,2625//256,2625//256,0//1,2625//256,true,inactive,true
25,frontier_only,5,4,1,1//5,none,0//1,0//1,2625//256,0//1,2625//256,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3;strategy_4,true
25,innovation_safe,5,5,0,0//1,none,0//1,0//1,2625//256,0//1,2625//256,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2;strategy_3;strategy_4,true
25,approx_operational,5,3,2,2//5,passive_value,1//10,525//512,1225//128,0//1,1225//128,175//256,0//1,175//256,175//256,0//1,175//256,true,inactive;strategy_3;strategy_4,true
25,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,2625//256,0//1,2625//256,2625//256,0//1,2625//256,true,inactive,true
26,frontier_only,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
26,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_3,true
26,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3,true
26,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
27,frontier_only,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
27,innovation_safe,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
27,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2,true
27,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
28,frontier_only,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
28,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
28,approx_operational,4,3,1,1//4,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
28,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
29,frontier_only,6,2,4,2//3,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
29,innovation_safe,6,4,2,1//3,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2;strategy_3,true
29,approx_operational,6,2,4,2//3,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
29,approx_generative,6,1,5,5//6,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
30,frontier_only,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
30,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
30,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,1925//192,0//1,1925//192,175//192,0//1,175//192,175//192,0//1,175//192,true,inactive;strategy_2,true
30,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
31,frontier_only,6,2,4,2//3,none,0//1,0//1,175//16,0//1,175//16,0//1,81//512,81//512,0//1,81//512,81//512,true,inactive;strategy_3,true
31,innovation_safe,6,3,3,1//2,none,0//1,0//1,175//16,81//512,5681//512,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_3;strategy_4,true
31,approx_operational,6,2,4,2//3,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,81//512,81//512,0//1,81//512,81//512,true,inactive;strategy_3,true
31,approx_generative,6,2,4,2//3,research_option_premium,1//20,81//10240,875//96,189//512,14567//1536,175//96,-27//128,619//384,175//96,0//1,619//384,true,inactive;strategy_4,true
32,frontier_only,6,2,4,2//3,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_5,true
32,innovation_safe,6,2,4,2//3,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_5,true
32,approx_operational,6,2,4,2//3,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_5,true
32,approx_generative,6,1,5,5//6,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
33,frontier_only,4,3,1,1//4,none,0//1,0//1,1925//192,0//1,1925//192,0//1,2055//8192,2055//8192,0//1,2055//8192,2055//8192,true,inactive;strategy_2;strategy_3,true
33,innovation_safe,4,3,1,1//4,none,0//1,0//1,1925//192,2055//8192,252565//24576,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
33,approx_operational,4,2,2,1//2,passive_value,1//10,385//384,875//96,0//1,875//96,175//192,2055//8192,28565//24576,175//192,2055//8192,28565//24576,true,inactive;strategy_2,true
33,approx_generative,4,3,1,1//4,research_option_premium,1//20,411//32768,1925//192,2055//8192,252565//24576,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
34,frontier_only,6,2,4,2//3,none,0//1,0//1,175//16,5373//4096,50173//4096,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
34,innovation_safe,6,2,4,2//3,none,0//1,0//1,175//16,5373//4096,50173//4096,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
34,approx_operational,6,2,4,2//3,passive_value,1//10,35//32,175//16,5373//4096,50173//4096,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
34,approx_generative,6,2,4,2//3,research_option_premium,1//20,5373//81920,1925//256,11343//4096,42143//4096,875//256,-2985//2048,4015//2048,875//256,0//1,4015//2048,true,inactive;strategy_3,true
35,frontier_only,5,2,3,3//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4,true
35,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_4,true
35,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4,true
35,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
36,frontier_only,4,2,2,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
36,innovation_safe,4,3,1,1//4,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
36,approx_operational,4,2,2,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
36,approx_generative,4,1,3,3//4,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
37,frontier_only,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
37,innovation_safe,5,3,2,2//5,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_2;strategy_3,true
37,approx_operational,5,2,3,3//5,passive_value,1//10,35//32,1925//192,0//1,1925//192,175//192,0//1,175//192,175//192,0//1,175//192,true,inactive;strategy_3,true
37,approx_generative,5,1,4,4//5,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
38,frontier_only,4,3,1,1//4,none,0//1,0//1,1925//192,2055//8192,252565//24576,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
38,innovation_safe,4,3,1,1//4,none,0//1,0//1,1925//192,2055//8192,252565//24576,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
38,approx_operational,4,2,2,1//2,passive_value,1//10,385//384,875//96,22161//32768,962483//98304,175//192,-13941//32768,47777//98304,175//192,0//1,47777//98304,true,inactive;strategy_2,true
38,approx_generative,4,2,2,1//2,research_option_premium,1//20,411//32768,875//96,22161//32768,962483//98304,175//192,-13941//32768,47777//98304,175//192,0//1,47777//98304,true,inactive;strategy_2,true
39,frontier_only,6,2,4,2//3,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
39,innovation_safe,6,5,1,1//6,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_3;strategy_4;strategy_5,true
39,approx_operational,6,2,4,2//3,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1,true
39,approx_generative,6,1,5,5//6,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
40,frontier_only,6,3,3,1//2,none,0//1,0//1,175//16,6615//65536,723415//65536,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_4,true
40,innovation_safe,6,3,3,1//2,none,0//1,0//1,175//16,6615//65536,723415//65536,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_4;strategy_5,true
40,approx_operational,6,2,4,2//3,passive_value,1//10,35//32,2625//256,8343//65536,680343//65536,175//256,-27//1024,673//1024,175//256,0//1,673//1024,true,inactive;strategy_4,true
40,approx_generative,6,2,4,2//3,research_option_premium,1//20,1323//262144,2625//256,8343//65536,680343//65536,175//256,-27//1024,673//1024,175//256,0//1,673//1024,true,inactive;strategy_4,true
41,frontier_only,6,3,3,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
41,innovation_safe,6,3,3,1//2,none,0//1,0//1,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
41,approx_operational,6,3,3,1//2,passive_value,1//10,35//32,175//16,0//1,175//16,0//1,0//1,0//1,0//1,0//1,0//1,false,inactive;strategy_1;strategy_2,true
41,approx_generative,6,1,5,5//6,research_option_premium,1//20,0//1,0//1,0//1,0//1,175//16,0//1,175//16,175//16,0//1,175//16,true,inactive,true
